2017-01-01T00:16:53,0,person1
2017-01-01T00:16:53,0.5,person3
2017-01-01T00:17:03,1,person1
2017-01-01T00:17:08,2,person1
2017-01-01T00:17:13,3,person1
2017-01-01T00:17:18,4,person1
2017-01-01T00:17:23,5,person1
2017-01-01T00:17:28,6,person1
2017-01-01T00:17:33,7,person1
2017-01-01T00:17:38,8,person1
2017-01-01T00:17:38,8.5,person3
2017-01-01T00:17:43,9,person1
2017-01-01T00:17:43,9.5,person3
2017-01-01T00:17:48,10,person1
2017-01-01T00:18:03,11,person1
2017-01-01T00:18:08,12,person1
2017-01-01T00:18:13,13,person1
2017-01-01T00:18:13,13.5,person3
2017-01-01T00:18:18,14,person1
2017-01-01T00:18:18,14.6,person2
2017-01-01T00:18:28,15,person1
2017-01-01T00:18:33,16,person1
2017-01-01T00:18:38,17,person1
2017-01-01T00:18:43,18,person1
2017-01-01T00:18:48,19,person1
2017-01-01T00:18:48,19.5,person3
2017-01-01T00:18:58,20,person1
2017-01-01T00:19:13,21,person1
2017-01-01T00:19:28,22,person1
2017-01-01T00:19:28,22.5,person3
2017-01-01T00:19:33,23,person1
2017-01-01T00:19:33,23.5,person3
2017-01-01T00:19:38,24,person1
2017-01-01T00:19:38,24.5,person3
2017-01-01T00:19:45,25,person1
2017-01-01T00:19:45,25.5,person3
2017-01-01T00:19:55,26,person1
2017-01-01T00:19:55,26.5,person3
2017-01-01T00:20:00,27,person1
2017-01-01T00:20:05,28,person1
2017-01-01T00:20:15,29,person1
2017-01-01T00:20:25,30,person1
2017-01-01T00:20:30,31,person1
2017-01-01T00:20:35,32,person1
2017-01-01T00:20:35,32.5,person3
2017-01-01T00:20:40,33,person1
2017-01-01T00:20:40,33.5,person3
2017-01-01T00:20:50,34,person1
2017-01-01T00:21:00,35,person1
2017-01-01T00:21:10,36,person1
2017-01-01T00:21:15,37,person1
2017-01-01T00:21:20,38,person1
2017-01-01T00:21:30,39,person1
2017-01-01T00:21:35,40,person1
2017-01-01T00:21:45,41,person1
2017-01-01T00:21:55,42,person1
2017-01-01T00:22:10,43,person1
2017-01-01T00:22:15,44,person1
2017-01-01T00:22:20,45,person1
2017-01-01T00:22:25,46,person1
2017-01-01T00:22:30,47,person1
2017-01-01T00:22:35,48,person1
2017-01-01T00:22:45,49,person1
2017-01-01T00:22:45,49.5,person3
2017-01-01T00:22:50,50,person1
2017-01-01T00:22:50,50.5,person3
2017-01-01T00:22:55,51,person1
2017-01-01T00:23:02,52,person1
2017-01-01T00:23:02,52.5,person3
2017-01-01T00:23:12,53,person1
2017-01-01T00:23:17,54,person1
2017-01-01T00:23:22,55,person1
2017-01-01T00:23:27,56,person1
2017-01-01T00:23:32,57,person1
2017-01-01T00:23:37,58,person1
2017-01-01T00:23:37,58.5,person3
2017-01-01T00:23:47,59,person1
2017-01-01T00:23:57,60,person1
2017-01-01T00:23:57,60.5,person3
2017-01-01T00:24:02,61,person1
2017-01-01T00:24:02,61.5,person3
2017-01-01T00:24:07,62,person1
2017-01-01T00:24:17,63,person1
2017-01-01T00:24:17,63.5,person3
2017-01-01T00:24:22,64,person1
2017-01-01T00:24:27,65,person1
2017-01-01T00:24:32,66,person1
2017-01-01T00:24:32,66.5,person3
2017-01-01T00:24:37,67,person1
2017-01-01T00:24:42,68,person1
2017-01-01T00:24:42,68.6,person2
2017-01-01T00:24:47,69,person1
2017-01-01T00:24:47,69.6,person2
2017-01-01T00:24:57,70,person1
2017-01-01T00:25:02,71,person1
2017-01-01T00:25:02,71.6,person2
2017-01-01T00:25:07,72,person1
2017-01-01T00:25:12,73,person1
2017-01-01T00:25:17,74,person1
2017-01-01T00:25:17,74.5,person3
2017-01-01T00:25:27,75,person1
2017-01-01T00:25:27,75.6,person2
2017-01-01T00:25:32,76,person1
2017-01-01T00:25:47,77,person1
2017-01-01T00:25:52,78,person1
2017-01-01T00:25:52,78.5,person3
2017-01-01T00:25:59,79,person1
2017-01-01T00:26:04,80,person1
2017-01-01T00:26:09,81,person1
2017-01-01T00:26:14,82,person1
2017-01-01T00:26:19,83,person1
2017-01-01T00:26:24,84,person1
2017-01-01T00:26:29,85,person1
2017-01-01T00:26:39,86,person1
2017-01-01T00:26:44,87,person1
2017-01-01T00:26:49,88,person1
2017-01-01T00:26:54,89,person1
2017-01-01T00:27:09,90,person1
2017-01-01T00:27:14,91,person1
2017-01-01T00:27:19,92,person1
2017-01-01T00:27:24,93,person1
2017-01-01T00:27:34,94,person1
2017-01-01T00:27:39,95,person1
2017-01-01T00:27:44,96,person1
2017-01-01T00:27:49,97,person1
2017-01-01T00:27:59,98,person1
2017-01-01T00:28:04,99,person1
2017-01-01T00:28:09,100,person1
2017-01-01T00:28:09,100.5,person3
2017-01-01T00:28:19,101,person1
2017-01-01T00:28:24,102,person1
2017-01-01T00:28:24,102.6,person2
2017-01-01T00:28:29,103,person1
2017-01-01T00:28:29,103.5,person3
2017-01-01T00:28:34,104,person1
2017-01-01T00:28:34,104.5,person3
2017-01-01T00:28:39,105,person1
2017-01-01T00:28:45,106,person1
2017-01-01T00:28:50,107,person1
2017-01-01T00:28:50,107.6,person2
2017-01-01T00:29:00,108,person1
2017-01-01T00:29:00,108.6,person2
2017-01-01T00:29:05,109,person1
2017-01-01T00:29:10,110,person1
2017-01-01T00:29:15,111,person1
2017-01-01T00:29:20,112,person1
2017-01-01T00:29:25,113,person1
2017-01-01T00:29:30,114,person1
2017-01-01T00:29:40,115,person1
2017-01-01T00:29:40,115.6,person2
2017-01-01T00:29:45,116,person1
2017-01-01T00:29:45,116.5,person3
2017-01-01T00:29:50,117,person1
2017-01-01T00:29:55,118,person1
2017-01-01T00:29:55,118.6,person2
2017-01-01T00:30:00,119,person1
2017-01-01T00:30:05,120,person1
2017-01-01T00:30:10,121,person1
2017-01-01T00:30:10,121.5,person3
2017-01-01T00:30:15,122,person1
2017-01-01T00:30:25,123,person1
2017-01-01T00:30:25,123.5,person3
